genre,x,y,hex_colour
indie rock colombiano,415,14129,#a9802f
indie rock italiano,504,13066,#b67b34
indie rock mexicano,401,14769,#b18231
indie rock peruano,421,13919,#b2802a
indie rockism,500,16392,#bc8012
indie salvadoreno,795,13534,#b08221
indie shoegaze,232,12759,#a77f89
indie siciliano,650,9748,#888f1f
indie singer-songwriter,596,6842,#669c11
indie soul,953,13423,#938d4b
indie sudcaliforniano,821,12525,#a08419
indie surf,363,13387,#bf7840
indie tabasqueno,467,11326,#9e8061
indie tico,517,11460,#988843
indie triste,774,5869,#53a115
indie trujillano,427,12723,#b27c37
indie tucumano,511,11963,#9f8628
indie valenciana,450,13461,#af821b
indie veneto,536,14117,#b9783b
indie viet,721,8550,#73981f
indiecoustica,491,8667,#7b9510
indietronica,633,15861,#ac8644
indonesian alternative rock,403,11277,#b37715
indonesian bamboo,777,7796,#80987f
indonesian black metal,155,11546,#d54e84
indonesian blues,467,9373,#ad7914
indonesian city pop,604,10454,#8d960e
indonesian death metal,258,12037,#e83f6a
indonesian deathcore,326,14806,#e14a42
indonesian edm,795,16670,#b98672
indonesian electronic,1107,18078,#b191be
indonesian emo,269,13894,#cd6930
indonesian emo rap,880,15028,#939815
indonesian experimental,359,7140,#8880a6
indonesian folk,604,7151,#6a9d19
indonesian folk pop,624,5642,#51a608
indonesian hardcore,363,13127,#e54646
indonesian hip hop,1028,14829,#ac841d
indonesian idol pop,591,16746,#b67f0a
indonesian indie,569,12551,#a28524
indonesian indie pop,559,12943,#9d8834
indonesian indie rock,309,14619,#b87b46
indonesian indigenous,770,3285,#3c9d53
indonesian jazz,772,8979,#7f9237
indonesian metal,273,13029,#e2494c
indonesian neo-psychedelia,353,10663,#a58045
indonesian pop,604,12332,#978c13
indonesian pop punk,438,14557,#c1762a
indonesian post-hardcore,320,14854,#d06025
indonesian psychedelia,604,11901,#919023
indonesian punk,311,14289,#d95e22
indonesian r&b,1045,16569,#ae8862
indonesian reggae,729,12464,#a9800e
indonesian rock,448,13548,#b87714
indonesian shoegaze,235,14423,#b87d78
indonesian ska,878,15242,#ba841e
indonesian viral pop,1170,17771,#d08f28
indonesian worship,513,8978,#849517
indorock,731,9887,#9a883a
industrial,524,14285,#ad686c
industrial black metal,138,14015,#d54380
industrial hardcore,552,17176,#e44e68
industrial hip hop,748,14324,#c06b42
industrial metal,463,17479,#d5634f
industrial noise,127,8125,#9f51b7
industrial rock,491,15912,#bd665d
industrial techno,1005,18423,#c385d3
indy indie,493,8556,#8c8b20
instrumental acoustic guitar,774,4232,#43afc1
instrumental black metal,31,11423,#9b67c6
instrumental bluegrass,790,6571,#75996e
instrumental death metal,202,14039,#d15acd
instrumental djent,263,16316,#d76dc1
instrumental funk,968,9040,#9b8285
instrumental grime,1058,16847,#b6865b
instrumental lullaby,997,3246,#23b2cb
instrumental math rock,500,10479,#b776ad
instrumental post-rock,237,9998,#8790c5
instrumental progressive metal,263,14781,#cc6dbe
instrumental rock,403,9017,#ae7085
instrumental soul,990,8064,#858790
instrumental stoner rock,311,9287,#ab7b9d
instrumental surf,431,8803,#c46d84
intelligent dance music,786,14571,#9984ae
inuit pop,760,10798,#8d8d17
inuit traditional,774,5481,#677b40
iowa hip hop,1054,12721,#969109
iowa indie,471,8089,#8c882b
iranian experimental,275,6128,#6888af
iranian metal,181,13437,#cc5e72
irish accordion,760,6213,#7f9b48
irish ballad,480,1427,#37a00b
irish banjo,868,5079,#769b5e
irish black metal,67,10551,#c94e7f
irish classical,314,689,#21a085
irish contemporary classical,353,3006,#32967e
irish country,529,6818,#6f9508
irish dance,858,9799,#69a555
irish death metal,100,12282,#e53c74
irish drill,1213,14172,#978c0c
irish electronic,1074,17992,#b28cb7
irish experimental,355,6381,#5b897e
irish experimental electronic,770,14879,#9e86b2
irish fiddle,734,3170,#5ea660
irish flute,566,3360,#52aba1
irish folk,646,4990,#5e9818
irish gaelic folk,591,2197,#2eab14
irish hip hop,1024,12513,#9f8a19
irish indie,689,8777,#778a27
irish indie rock,377,13188,#aa7e2f
irish metal,170,12381,#d05655
irish modern jazz,692,5193,#579a5e
irish neo-traditional,517,5856,#6fa132
irish pop,604,10442,#869414
irish pub song,795,5407,#658f0b
irish rebel song,576,6213,#788e0b
irish rock,440,11716,#9f821c
irish singer-songwriter,554,6424,#699812
irish techno,1192,18620,#b88bc5
irish trap,992,14232,#8e970f
irish underground rap,964,9933,#a08329
iskelma,670,10688,#968805
islamic recitation,830,1122,#3ca602
isle of man indie,526,7312,#79922c
isle of wight indie,522,10547,#94822c
israeli classical,373,1031,#21a275
israeli classical piano,493,428,#1ba6dc
israeli folk,783,4965,#639435
israeli hip hop,992,14033,#ae8413
israeli indie,576,10379,#8f8e30
israeli jazz,765,4371,#5c99a9
israeli mediterranean,636,12318,#a98b08
israeli metal,197,13090,#d8544f
israeli pop,604,11790,#998f0a
israeli punk,324,13855,#e55017
israeli rock,594,9275,#868f10
israeli singer-songwriter,660,7312,#7c940a
israeli techno,1310,19225,#b694d3
israeli trap,1013,12213,#a48c09
italian adult pop,633,8991,#8f8b08
italian alternative,586,10020,#98841e
italian baritone,387,493,#3e8b1d
italian baroque,401,2096,#29a65e
italian baroque ensemble,361,1644,#22a732
italian bass,411,529,#3e8e24
italian black metal,99,11866,#d14e7b
italian blues,748,8587,#8f883a
italian choir,65,237,#27a649
italian classical guitar,929,2083,#32acd7
italian classical piano,579,945,#21a5d7
italian contemporary classical,385,873,#1a9a77
italian contemporary jazz,700,2766,#4a9d85
italian death metal,164,12710,#e33e7b
italian disco,929,17758,#bc8030
italian doom metal,127,10908,#b56f78
italian electronica,887,16152,#9693a8
italian emo,276,11655,#c86b3e
italian experimental,353,7770,#7480ae
italian folk,753,7004,#789116
italian folk metal,219,14878,#d3641f
italian gothic,280,14657,#b87b4f
italian gothic metal,186,14191,#c86e3c
italian hardcore,223,10145,#e73e47
italian heavy metal,250,14926,#dc5c19
italian hip hop,964,13028,#b58508
italian indie pop,683,11815,#a08711
italian industrial,258,9625,#9c6680
italian jazz,726,3398,#4a9c82
italian jazz fusion,819,8599,#818d95
italian library music,613,6744,#6f9aa4
italian lounge,919,14344,#9e8f61
italian mandolin,536,5545,#5b9e87
italian metal,147,10357,#b81879
italian metalcore,190,16013,#de5b3c
italian mezzo-soprano,413,288,#319813
italian modern prog,250,9202,#818f54
italian new wave,613,14273,#b37944
italian occult psychedelia,248,8248,#8777b1
italian opera,326,456,#2d972d
italian orchestra,359,1129,#359646
italian pop,786,14068,#af870b
italian pop punk,301,16999,#dc6712
italian pop rock,533,13661,#a68805
italian post punk,403,14447,#b67a67
italian post-hardcore,286,10280,#bc6f53
italian post-rock,184,9348,#6d94c7
italian power metal,219,14902,#d7621a
italian progressive metal,250,13360,#c86d39
italian progressive rock,452,7288,#878849
italian punk,403,12221,#d25b27
italian reggae,1073,15811,#b88410
italian renaissance,234,517,#1fa64e
italian rockabilly,726,10498,#bf722d
italian romanticism,336,407,#2d9735
italian ska,660,15153,#d56d0f
italian soprano,334,542,#329e1e
italian soundtrack,320,4333,#44a0ad
italian stoner rock,182,10296,#b96f82
italian tech house,1419,19578,#d37ebc
italian techno,1276,19325,#bf8cd4
italian tenor,318,1117,#449a1a
italian trance,899,18832,#d47ea9
italian underground hip hop,984,10906,#bb7910
italian violin,421,1350,#26a95b
italo beats,980,18781,#da794d
italo dance,1013,18459,#d27a32
italo house,1095,18225,#c37b61
italogaze,184,13477,#a87d8d
j-acoustic,646,9360,#85911d
j-ambient,474,6152,#5a96b0
j-core,571,17542,#da6d62
j-division,515,16038,#c7771c
j-idol,463,17429,#db6f2d
j-indie,533,13573,#af7d2c
j-metal,260,15027,#db5b29
j-pixie,373,16544,#d46d14
j-pop,522,15127,#bb7b16
j-pop boy group,643,17049,#ca7913
j-pop girl group,474,17606,#df6c2c
j-poprock,419,15406,#c77119
j-punk,309,13661,#e25027
j-rap,993,14622,#b38315
j-reggae,990,15103,#bf820e
j-rock,421,14570,#c47019
jackin' house,1306,19161,#d37291
jacksonville indie,476,9066,#838c28
jain bhajan,804,6941,#918506
jalsat,716,9781,#ad7c02
jam band,705,8249,#987f3c
jamgrass,790,7274,#8f8a41
jamtronica,686,13843,#b68473
jangle pop,457,10144,#ab791e
jangle rock,415,11179,#968b35
japanese alternative pop,630,12281,#9b872d
japanese alternative rock,405,13944,#bf711a
japanese beats,1003,9278,#997f69
japanese bedroom pop,872,11092,#878f26
japanese black metal,67,10700,#c24c83
japanese blues,689,8856,#a6791a
japanese boom bap,963,11236,#b57724
japanese celtic,369,10454,#9e805c
japanese chill rap,968,11838,#aa8213
japanese chillhop,997,9390,#6c97a1
japanese choir,571,3891,#3ca31c
japanese classical,383,3891,#399baf
japanese classical performance,450,1056,#23a2ab
japanese classical piano,569,933,#239fce
japanese concert band,399,4207,#6786ab
japanese contemporary classical,371,2386,#269aa3
japanese dance pop,806,16923,#c38029
japanese death metal,141,12992,#e7417e
japanese disney,513,6658,#82841c
japanese dream pop,427,11423,#9a8864
japanese edm,552,17087,#de763e
japanese electronic,1131,17808,#a88cbb
japanese electropop,708,17113,#c28034
japanese emo,293,12883,#c36b30
japanese experimental,741,8868,#7e7d86
japanese folk,574,6461,#679612
japanese garage rock,303,10528,#d75430
japanese girl punk,391,13411,#d96225
japanese guitar,935,4928,#4fa8c9
japanese hardcore,182,10169,#e73854
japanese heavy metal,245,13599,#dc5729
japanese house,1174,17967,#ac8dbd
japanese idm,849,13300,#9f809e
japanese indie folk,643,6189,#6c9835
japanese indie pop,633,11571,#968b42
japanese indie rock,361,14989,#c3721e
japanese instrumental,868,4005,#38a8ca
japanese jazz,823,6312,#728f92
japanese jazz fusion,724,10883,#9f878f
japanese jazztronica,874,15406,#b18465
japanese math rock,463,12576,#ba746a
japanese melodic punk,330,14313,#e15820
japanese metalcore,204,15583,#e74f24
japanese new wave,574,14774,#b87427
japanese old school hip hop,1041,15899,#be7225
japanese orchestra,234,2880,#438f91
japanese piano,531,2639,#2fa3c2
japanese pop punk,260,14558,#e35615
japanese pop rap,982,14294,#ad8d0a
japanese post-hardcore,206,13526,#d85a34
japanese post-punk,506,13498,#bd6a55
japanese post-rock,381,9549,#a0808e
japanese power metal,175,14582,#dd5a26
japanese prog,407,8433,#a6706c
japanese progressive house,866,18503,#ca85a8
japanese psychedelic,377,7202,#96747a
japanese psychedelic rock,263,8260,#a07376
japanese punk rock,293,13808,#e15512
japanese r&b,815,14609,#ac8715
japanese rockabilly,474,13298,#d06319
japanese shoegaze,288,13980,#b27968
japanese singer-songwriter,591,10622,#908d11
japanese ska,596,14557,#d5692c
japanese soul,795,12912,#988928
japanese soundtrack,389,6522,#5395b9
japanese techno,1162,18510,#ba88c4
japanese teen pop,655,15128,#bb8108
japanese traditional,594,2944,#498688
japanese trap,980,15583,#b08e09
japanese underground rap,982,11410,#b37828
japanese vgm,409,13029,#8e87af
japanese vocal jazz,790,5117,#5a9b0f
japanese vtuber,618,15735,#bb7936
japanese worship,489,7534,#719923
japanoise,288,8680,#be387e
javanese dangdut,855,14634,#b0980c
javanese gamelan,538,2501,#47a16d
jaw harp,786,4359,#647e80
jawaiian,1022,13334,#949209
jazz,913,2841,#509064
jazz accordion,860,5567,#68956f
jazz blues,868,2905,#4f8f18
jazz boom bap,1117,15252,#8e887e
jazz brass,832,3411,#509676
jazz caraibes,913,6791,#898e7e
jazz catala,882,4068,#63967b
jazz chileno,777,5518,#758e76
jazz clarinet,972,2943,#5c8288
jazz colombiano,931,7339,#799548
jazz composition,774,4788,#5a9a93
jazz cubano,961,5091,#868470
jazz dominicano,976,8775,#a4864b
jazz double bass,797,3549,#4d9471
jazz drums,891,4156,#6d805f
jazz flute,929,4270,#59965a
jazz funk,885,5869,#728b5d
jazz fusion,828,4447,#638d66
jazz guitar,1013,3499,#51968b
jazz harp,716,3512,#4c9d82
jazz house,1293,18435,#aa88b1
jazz metal,282,10920,#b86a7b
jazz mexicano,795,6632,#759063
jazz orchestra,618,4890,#698761
jazz organ,872,5333,#768983
jazz piano,974,2589,#4d908d
jazz pop,815,5642,#569b16
jazz puertorriqueno,1030,5458,#9b7b60
jazz quartet,895,3271,#4d9856
jazz rap,1107,13827,#a5772e
jazz rock,543,6928,#977242
jazz saxophone,872,3398,#588f5e
jazz tico,813,6251,#6a986b
jazz trio,907,2892,#4e98ac
jazz trombone,858,2829,#568471
jazz trumpet,889,3170,#578c64
jazz tuba,813,4523,#4698a2
jazz venezolano,913,6251,#83892b
jazz vibraphone,935,4258,#59965d
jazz violin,821,3702,#5b9368
jazzcore,450,8691,#b96182
jazztronica,901,14976,#a4867d
jazzy dnb,1120,18756,#d98ab4
jersey club,1147,17530,#b8833a
jewish a capella,543,7202,#848903
jewish cantorial,292,212,#3c9a11
jewish hip hop,1020,14585,#b57d18
jewish pop,569,10069,#9c860d
jig and reel,719,4308,#6aa174
jordanian pop,758,11691,#a8820e
joropo,927,5485,#9d9017
jota aragonesa,832,3095,#519934
jovem guarda,667,8661,#8a8e0d
judaica,700,5918,#509116
jug band,1093,1439,#3e9523
jugendchor,361,2462,#399706
juju,1106,8345,#a7772a
jump blues,976,4156,#69811d
jump up,964,18249,#e1797f
jumpstyle,1024,18398,#d76f74
jumptek,1188,18870,#cf739e
jungle,1031,18176,#d87c8a
junior eurovision,763,15999,#ad8a0a
junior songfestival,893,16569,#ab8d3b
k-indie,741,10442,#879427
k-pop,756,14647,#b68415
k-pop boy group,716,16215,#c87a10
k-pop girl group,876,17087,#cc8016
k-rap,1022,13940,#b58414
k-rock,469,13449,#b27a1b
kaba gaida,241,2931,#73948a
kabarett,1192,4914,#7c6703
kabyle,821,12588,#b17f0e
kalmar indie,596,10737,#a1880c
kamen rider,359,12785,#a57983
kaneka,913,14412,#b28c02
kannada bhava geethe,937,6497,#8c8f06
kannada hip hop,1024,12287,#a88c05
kannada pop,882,10009,#968d04
kansai indie,506,14163,#b87b1c
kansas city hip hop,1033,11565,#ab8301
kansas hip hop,1024,11529,#a18a05
kansas indie,469,11093,#a58131
kantele,550,4308,#3ea63b
kapa haka,444,2538,#438606
karadeniz pop,795,11129,#a88208
karadeniz turkuleri,713,8562,#99840d
karaoke,847,16443,#819874
karneval,767,13460,#bc7205
kaseko,939,8500,#b3800e
kashmiri pop,674,6486,#86911a
kavkaz,899,15520,#be7f0b
kawaii edm,633,17492,#d37c4b
kawaii future bass,753,17302,#cb7d51
kawaii metal,219,16177,#e55725
kayokyoku,589,8556,#848f09
kazakh hip hop,1060,14449,#9c8f0a
kazakh indie,864,13589,#968d34
kazakh pop,899,15394,#ac8b13
kazakh traditional,845,6263,#689882
kc indie,471,11130,#a67c2a
kelowna bc indie,338,14411,#c46d1c
kent indie,602,11889,#a97a29
kentucky hip hop,1084,13409,#92930e
kentucky indie,533,9673,#94891b
kentucky metal,221,10566,#d0535c
kentucky mountain folk,907,2209,#4c9b30
kentucky punk,261,10639,#e14b38
kentucky roots,643,8807,#899011
kenyan alternative,953,11962,#8e9121
kenyan hip hop,1104,12337,#9b8e0b
kenyan pop,993,13321,#ad8615
kenyan traditional,1073,4181,#538f1f
keroncong,664,10242,#7f9b22
khaleeji iraqi,741,9162,#a2810e
khaliji,741,10712,#a98003
khmer,781,9863,#8b8c30
kids dance party,990,9540,#729926
kids hip hop,1098,15837,#a0860b
kikuyu gospel,992,12684,#b88303
kikuyu pop,1160,10365,#b6810a
kinderchor,868,7661,#5f9a18
kinderliedjies,992,8875,#6e900d
kindermusik,1122,8625,#798210
kindie rock,999,8575,#7d8c07
king of prism,403,17681,#dd6f45
kingston on indie,491,10156,#a87c25
kirtan,484,6846,#5b9d46
kiwi rock,480,13375,#b2792b
kizomba,995,16988,#b19212
kizomba antigas,1052,16985,#b88d1b
klapa,434,6904,#729402
kleine hoerspiel,1257,6103,#716c03
kleinkunst,772,9174,#7a9310
klezmer,795,4914,#609649
knoxville indie,476,10193,#a87b1f
kodomo no ongaku,959,9652,#7a961f
koligeet,988,9502,#b07404
kolkata indie,667,11017,#948a0a
kollywood,997,14157,#a88216
kolsche karneval,741,12062,#ad7b07
komedi,895,1704,#66770d
kompa,953,13372,#b8860e
konkani pop,963,13915,#9e8909
kora,951,5193,#6f9971
korean city pop,834,13828,#9a8e28
korean classical performance,421,1365,#27a3af
korean classical piano,517,836,#24a3d4
korean contemporary classical,258,909,#209d7f
korean dream pop,436,8929,#869361
korean electronic,968,17555,#bb8aab
korean electropop,692,13869,#988f53
korean experimental,427,7819,#79869a
korean hardcore,230,11423,#e14650
korean indie folk,739,6534,#58a32a
korean indie rock,484,13624,#aa842e
korean instrumental,847,2676,#2eb1e0
korean jazz,823,5680,#5b9c56
korean mask singer,584,10230,#8e9725
korean metal,411,13968,#c1674e
korean old school hip hop,1054,15735,#bd7828
korean ost,513,7596,#6d9d75
korean phantom singer,431,6177,#789832
korean pop,607,9796,#899420
korean punk,328,13274,#dc591f
korean r&b,927,11950,#9c8f18
korean singer-songwriter,602,7424,#709a18
korean soundtrack,387,7177,#599cbd
korean superband,574,9054,#84942e
korean traditional,953,2614,#3a9a7a
korean trap,1014,14020,#b18f0b
korean underground rap,1111,12924,#ae8609
korean worship,450,7658,#6e9a2e
kosovan folk,471,6547,#8f8f0a
kosovan pop,925,14201,#ad8409
koto,907,642,#37a8b2
krautrock,478,8065,#84848c
kritika,615,4636,#7b9620
kuduro,1293,17997,#b58c7a
kuduro antigo,1213,17214,#c67b39
kundalini,311,5823,#4f9387
kundiman,515,5460,#5c9d22
kurdish folk,719,6461,#878b12
kurdish hip hop,1031,10158,#b18418
kurdish pop,731,9114,#9b8508
kurdish rock,689,10132,#8f8c11
kwaito,1122,17215,#b9831f
kyrgyz hip hop,1039,12150,#a78b15
kyrgyz pop,931,15433,#ae8c05
kyrgyz traditional,899,1577,#48a399
kyushu indie,502,11754,#ae7c19
la indie,489,13350,#a78130
la pop,772,13286,#958f14
laboratorio,440,4004,#4d8f84
lafayette indie,533,10491,#a08417
lagu aceh,760,11228,#989607
lagu bali,843,11435,#879a65
lagu jawa,872,14904,#b1980b
lagu karo,705,14030,#a98f0b
lagu sunda,779,13472,#8f9613
lagu timur,813,15356,#ab940a
lai hla,591,11228,#909408
laiko,758,8150,#8b8f08
lancashire indie,515,11203,#97880f
lancaster pa indie,429,7831,#8c8730
landler,891,6151,#75a663
language,1056,7885,#457c18
lao traditional,834,2386,#499a5d
late romantic era,320,579,#269a8a
latin,974,13753,#b18a04
latin afrobeat,970,13691,#b67f4a
latin alternative,767,13751,#af8012
latin american baroque,341,1451,#28a447
latin american classical piano,559,468,#22a3ce
latin american heavy psych,202,9263,#b27488
latin arena pop,667,13894,#ae8804
latin christian,643,11753,#978c13
latin classical,758,1653,#409a7b
latin funk,972,13803,#ad7d27
latin hip hop,1140,16167,#bc8604
latin house,1263,18960,#ce7d7d
latin jazz,988,5233,#868649
latin metal,326,12293,#d0621c
latin pop,804,13223,#a78b03
latin rock,621,13486,#af7f19
latin shoegaze,173,12576,#ae7da1
latin ska,731,13485,#d27214
latin soundtrack,301,5268,#459cab
latin surf rock,383,12405,#ce71a3
latin talent show,739,10858,#909402
latin tech house,1426,19666,#d383c9
latin viral pop,849,14685,#a98c06
latin viral rap,1003,10868,#c77f09
latin worship,495,12184,#9c8a12
latincore,305,14386,#d86412
latino comedy,995,5933,#a34c03
latintronica,1048,16064,#9d9061
latinx alternative,855,13195,#ae8317
latvian electronic,1127,18017,#ab8da1
latvian folk,543,6620,#659621
latvian hip hop,1045,13161,#a18829
latvian indie,586,12503,#918b32
latvian metal,219,15040,#d65b52
latvian pop,746,12638,#968921
latvian rock,557,14888,#b07c27
lawrence ks indie,489,8916,#998530
lds,431,4232,#459c53
lds youth,564,8581,#749914
lebanese indie,636,9860,#7e9136
lebanese pop,708,9949,#9e820b
leeds indie,367,13151,#b77429
leicester indie,427,13423,#ac7c27
leipzig electronic,1255,18485,#a197bd
leipzig indie,783,14030,#968b4e
leon gto indie,602,13780,#b68120
lesen,1349,5597,#437d00
lesotho traditional,797,13435,#a48a03
levenslied,664,13089,#ab8008
lexington ky indie,646,9550,#928322
lezginka,779,15782,#d17807
lgbtq+ hip hop,1031,14816,#ab8215
liberian pop,1118,14916,#ad8d15
library music,646,5618,#5e9094
libyan pop,847,11987,#ad7617
liechtenstein,219,6330,#579874
liedermacher,851,8163,#81820d
light music,332,2513,#4295a9
lilith,584,8462,#7b910c
limerick indie,434,11778,#9f8023
lincoln ne indie,469,9299,#9c8228
liquid funk,911,18151,#d6848c
lithuanian edm,1106,17918,#b58e63
lithuanian electronic,1131,17857,#a391af
lithuanian folk,731,10268,#729660
lithuanian hip hop,1074,14560,#ac8417
lithuanian indie,624,11496,#8b8d4a
lithuanian jazz,736,5206,#5c8f5e
lithuanian metal,145,12930,#d55160
lithuanian pop,823,14437,#9f8916
lithuanian rock,531,14298,#b17d1c
little rock indie,444,10786,#a48316
liverpool indie,446,11583,#a68020
livetronica,815,16089,#ae8b83
lldm,589,7251,#779110
lo star,589,11154,#a28128
lo-fi,434,9214,#a5724d
lo-fi beats,1028,8991,#6098a3
lo-fi brasileiro,1026,9454,#6694a4
lo-fi chill,957,9884,#5fa052
lo-fi cover,1061,10412,#6d9eb2
lo-fi emo,391,9201,#987b4b
lo-fi house,1136,17239,#ac88b2
lo-fi indie,511,7583,#77916e
lo-fi jazzhop,1067,11764,#7a95ad
lo-fi vgm,974,14729,#8394a5
lok dohori,719,8843,#9c8e06
london indie,497,12098,#a7821c
london on indie,385,12551,#ba6929
london rap,1047,10281,#ac8806
long island punk,271,11203,#db5520
louisiana blues,903,5530,#7e7f29
louisiana metal,173,9214,#ce585d
louisville indie,442,8992,#98822b
louisville underground,502,9251,#af6b64
lounge,664,3119,#4d9130
lounge house,830,12294,#7785c6
louvor,513,7177,#619b23
louvor icm,405,7794,#6c9d22
love live,434,15268,#ba7531
lovecraftian metal,150,11842,#d15389
lovers rock,1178,13620,#8f910e
lowercase,328,5933,#5471a5
lowlands hardcore,237,10442,#eb472c
luk thung,729,11716,#999003
lullaby,559,4687,#2da68e
lund indie,359,10994,#aa7d49
lustrum,915,11999,#948b1e
lute,913,1148,#1ea9bb
luxembourgian hip hop,1091,13234,#a18b0a
luxembourgian indie,465,13274,#a1863c
luxembourgian metal,241,14533,#d85f5d
macedonian electronic,1260,18972,#c08bc5
macedonian folk,517,7473,#9c871d
macedonian indie,574,12344,#ae7d47
macedonian pop,664,13139,#a7840b
macross,379,12980,#ad7917
madchester,427,14544,#c56b37
madrigal,204,652,#1fa437
maghreb,786,10405,#a38020
magyar alternative,591,13374,#b7741e
magyar kabare,1009,5668,#876502
magyar mulatos,925,17037,#cd7a0d
magyar trap,1060,14095,#90980d
mahraganat,1117,17125,#d7780c
maine hip hop,957,13308,#a9831f
maine indie,526,8360,#918828
mainland chinese pop,589,11435,#88970e
mainland se asia metal,261,12895,#d25d3f
makina,1003,18286,#d27788
makossa,963,11863,#bb8017
malagasy folk,993,8353,#8c8829
malagasy pop,923,11447,#a08808
malawian folk,980,6473,#729011
malawian pop,1045,10400,#9e8e09
malay rap,951,13149,#a08811
malayalam hip hop,1056,12632,#979014
malayalam pop,815,10331,#879405
malayalam worship,795,11704,#8e9508
malaysian hip hop,931,14144,#af8010
malaysian indie,526,11607,#a7801d
malaysian mandopop,589,9820,#839604
malaysian metal,297,13066,#da574d
malaysian pop,559,12376,#9c890a
malaysian punk,351,14166,#cc6912
malaysian tamil pop,986,14928,#b68006
maldivian pop,817,13139,#968a33
malian blues,903,8402,#8d9136
malian traditional,1100,5471,#908556
mallet,876,4270,#53a091
malmo indie,391,12098,#a97d4a
maloya,1020,8863,#978708
maltese metal,93,11999,#de456f
maltese pop,591,15494,#ae8723
mambo,1005,5471,#8b8045
mambo chileno,1138,15785,#b19007
manchester hip hop,1052,10243,#a1880e
manchester indie,375,13575,#b27c1f
mande pop,945,8587,#998d29
mandible,395,8495,#7185b4
mandolin,862,5819,#709b5a
mandopop,586,11080,#8b9106
manele,1149,16179,#c2880c
manguebeat,872,11752,#a97f15
manila sound,610,7619,#7a9117
manipuri pop,826,11389,#839a0b
manitoba country,545,12401,#978d05
manitoba indie,543,9783,#888d1b
manso indie,566,11179,#928d28
mantra,828,6324,#76910a
maracatu,978,8451,#967b16
marathi devotional,849,8954,#838e09
marathi hip hop,1026,14436,#af860b
marathi pop,889,10437,#9e8204
marathi traditional,711,5167,#728d3a
marcha funebre,139,5016,#916586
marching band,581,3423,#5e7abb
mariachi,756,5680,#679914
mariachi cristiano,774,9187,#7e991f
marimba,817,1577,#28b1c0
marimba de guatemala,1153,10831,#a29853
marimba mexicana,1100,8664,#968f51
marimba orquesta,1149,11359,#a1964b
marrabenta,968,9859,#a48616
martial industrial,307,9238,#8d787d
mashup,862,17037,#be7b4d
maskandi,986,17062,#c6840e
massage,57,3221,#5642d1
math pop,415,11362,#be7153
math rock,471,8495,#ae6e82
math rock latinoamericano,347,10969,#be7694
mathcore,175,10308,#dc4563
mathgrind,147,9299,#dc2a84
mazandarani folk,781,3183,#5a9a1c
mbalax,947,8475,#9e8316
mbira,980,8463,#99901e
medieval,292,1198,#1faa31
medieval ensemble,299,2437,#31a741
medieval folk,347,9165,#799151
medieval rock,407,13821,#bf7024
medimeisterschaften,1060,16771,#af8928
meditation,106,3018,#4272c9
medway sound,457,8384,#c3632c
melancholia,465,7609,#729134
melbourne bounce,1089,18237,#ce7769
melbourne bounce international,1013,17980,#d07951
melbourne indie,482,8187,#918938
mellow gold,599,7607,#8a840d
melodic black metal,95,11769,#d84c7f
melodic death metal,152,14708,#e45054
melodic deathcore,202,14757,#e9464d
melodic doom,131,13041,#b6777c
melodic dubstep,429,15659,#bc8842
melodic groove metal,181,15571,#ee4728
melodic hard rock,286,15495,#ce6b0a
melodic hardcore,275,12356,#e45019
melodic metal,199,15293,#d95e1a
melodic metalcore,201,14361,#e94c2e
melodic power metal,228,15482,#da6021
melodic progressive metal,271,14435,#c96e2c
melodic rap,1078,15634,#949c02
melodic techno,1298,19099,#af98ca
melodic thrash,234,12797,#e84c3c
melodipop,815,13102,#9d880f
meme rap,1078,13971,#978f12
memphis americana,700,8819,#8f8817
memphis blues,1024,3954,#6d821d
memphis hip hop,1129,16797,#a78d06
memphis indie,367,10391,#b27436
memphis soul,880,7821,#7b8518
men chika,700,16594,#c97a07
men's choir,175,848,#38842d
mento,1151,5820,#897c11
merengue,1052,9290,#b37e0a
merengue tipico,1069,8838,#c0780a
merida indie,504,13931,#ab8036
merseybeat,686,6979,#8c811c
messianic praise,411,8040,#789210
mestissatge,855,15836,#bb8206
metal,224,12025,#d95139
metal baiano,192,10920,#e04764
metal balear,248,14447,#dd5937
metal catala,267,14092,#d65c50
metal catarinense,243,13225,#dd4f59
metal cearense,161,10871,#eb3848
metal colombiano,210,10761,#e04864
metal cristao,224,12980,#d7533a
metal ecuatoriano,293,12368,#d45d40
metal galego,197,13870,#e25050
metal gaucho,224,12624,#dd4c4c
metal gotico,269,13151,#c07429
metal guitar,383,13139,#ae779e
metal mineiro,243,10181,#e0454b
metal noir quebecois,104,11878,#d6448c
metal nortista,204,11043,#e04748
metal paraguayo,224,11460,#dd5046
metal paranaense,212,11793,#d9505c
metal pernambucano,235,12648,#dd5053
metal piauiense,188,11705,#e53e51
metal salvadoreno,383,9862,#d15d36
metal tico,260,12060,#d65352
metal uruguayo,260,13636,#d1612e
metalcore,206,14940,#e65121
metalcore espanol,258,14521,#e15731
metallic hardcore,258,11216,#e74e3a
metropopolis,517,14901,#a6882a
mevlevi sufi,448,3600,#519b5b
mexican black metal,48,9669,#d73c7f
mexican classic rock,630,8512,#a97252
mexican classical,576,787,#23a5a2
mexican death metal,192,9718,#e5416b
mexican edm,1069,17881,#c4866c
